Wavelength	1	2	3
373.37768	45.335152	36.881854	42.324388
374.133442	48.963581	38.565247	43.135943
374.889169	47.739842	40.35623	44.470762
375.64486	49.644638	40.860929	48.254811
376.400516	52.451561	41.533297	45.264161
377.156136	53.31991	42.590903	52.181985
377.91172	57.266239	46.615789	52.181854
378.667269	53.117365	47.514937	53.275925
379.422782	57.818099	47.538166	51.712758
380.17826	57.134419	48.9503	54.303435
380.933701	61.791271	49.361993	59.71127
381.689107	63.15	52.45	60.8
382.444478	67.220525	56.330602	61.676564
383.199812	68.805758	59.592451	67.825619
383.955111	75.479234	62.179356	68.052659
384.710374	79.421304	66.15237	74.517567
385.465601	88.094965	70.618829	80.380703
386.220793	91.200776	79.405539	88.605824
386.975948	106.127835	85.416543	99.255239
387.731068	118.264278	95.380395	108.119399
388.486152	129.432835	106.429695	121.305977
389.2412	145.776538	119.333775	136.218913
389.996212	162.616625	134.731754	154.314333
390.751188	181.766376	151.382484	169.908156
391.506128	205.284792	168.969273	191.122627
392.261032	237.514522	193.765325	224.209126
393.0159	302.571714	245.705554	279.781507
393.770733	434.678802	357.423813	409.998918
394.525529	770.94982	629.941363	722.047897
395.280289	1481.248809	1207.100588	1388.052126
396.035013	2770.589899	2277.283321	2606.961679
396.789701	4825.227493	3956.562828	4517.409733
397.544353	7590.289814	6235.771368	7102.376802
398.298969	10814.92189	8852.014469	10082.32974
399.053549	13927.82801	11407.47176	13013.81149
399.808092	16369.13953	13445.95484	15322.64652
400.5626	17589.99848	14433.24267	16452.3177
401.317071	17247.711	14146.8571	16129.88913
402.071506	15474.43267	12715.77059	14445.79733
402.825905	12630.06832	10370.52968	11790.25006
403.580268	9256.946067	7619.256965	8666.567087
404.334594	6055.011866	4987.321878	5675.510624
405.088884	3488.378222	2868.705593	3250.07297
405.843138	1775.636818	1454.541841	1661.51671
406.597356	870.67907	713.5658	812.527763
407.351537	503.340422	409.766294	470.522227
408.105682	376.020353	307.303462	349.256932
408.85979	327.880652	268.077334	307.581482
409.613863	301.247503	242.79426	277.372235
410.367898	267.814339	219.330069	252.259279
411.121898	246.918665	198.566062	231.046638
411.875861	219.612186	178.035299	205.400051
412.629787	195.968852	159.53735	183.100013
413.383677	174.520304	139.731367	162.180484
414.137531	152.898929	124.485032	145.572075
414.891348	135.61066	108.986182	125.266571
415.645129	120.318482	96.530891	111.044153
416.398873	107.572302	85.973139	99.066749
417.15258	99.891337	80.98346	92.250724
417.906251	95.263882	74.363436	88.554663
418.659886	89.570048	70.58414	81.163004
419.413483	86.013066	67.372247	80.776881
420.167045	82.155856	62.485714	78.367789
420.920569	78.409862	62.94925	72.35705
421.674057	76.26868	61.888748	71.727649
422.427508	76.07281	58.935904	69.847427
423.180923	71.295274	59.055742	68.371386
423.9343	69.837832	55.275614	63.992673
424.687641	68.460549	54.070752	62.825383
425.440946	65.276395	51.628602	60.449737
426.194213	63.039284	49.269048	59.241737
426.947444	59.631103	48.98854	57.699069
427.700638	58.754149	43.58655	55.571227
428.453795	55.655943	43.731971	52.72329
429.206916	54.042397	41.571075	49.853312
429.959999	52.101645	41.344972	48.198781
430.713046	49.037481	39.368563	48.3131
431.466055	48.218364	38.530942	46.968374
432.219028	47.25543	37.053963	43.131432
432.971964	46.598952	35.826407	42.782393
433.724863	45.606746	35.434578	42.521494
434.477725	44.096903	35.459366	40.338817
435.23055	42.036313	33.262472	40.113279
435.983338	41.315694	31.522565	38.339059
436.736089	39.457116	30.115887	37.836398
437.488803	39.364764	30.493831	34.900117
438.24148	36.559133	29.102804	34.6806
438.99412	37.284709	27.970696	32.728007
439.746723	33.652742	27.42286	32.657099
440.499289	33.239993	24.816933	31.120095
441.251818	31.550853	22.335644	28.404197
442.004309	30.014971	23.503343	27.695378
442.756763	27.40009	21.447177	26.064857
443.509181	25.714509	20.671362	25.160317
444.261561	24.844095	19.65444	24.264399
445.013903	23.443206	18.71054	21.21445
445.766209	22.284893	18.058448	21.571338
446.518477	22.517938	16.908974	20.301714
447.270708	21.651943	15.625395	20.261201
448.022902	20.364299	15.769417	18.977678
448.775059	20.974471	14.985636	18.833666
449.527178	19.223964	14.471973	18.251966
450.27926	19.969669	14.721575	17.655125
451.031304	18.002259	14.031567	17.760798
451.783311	18.533661	14.227861	17.651106
452.535281	17.603157	13.922497	17.096399
453.287214	17.021216	13.936121	16.56909
454.039108	16.233392	13.183	16.710845
454.790966	16.597662	13.368133	16.465304
455.542786	16.204165	13.032061	14.935323
456.294569	15.894847	12.568018	14.653887
457.046314	16.862315	12.085979	15.516497
457.798021	16.246415	11.710078	14.558476
458.549691	16.57893	13.363303	14.918402
459.301324	15.668908	11.613426	15.168557
460.052919	15.106446	11.921986	15.474896
460.804476	15.150096	12.651382	15.281607
461.555996	15.090144	13.617935	14.459197
462.307478	15.184118	11.296143	14.763796
463.058923	14.75191	11.365795	14.095686
463.81033	14.264251	11.143946	14.185588
464.561699	14.010045	11.312784	13.748175
465.313031	13.626156	12.553848	13.600002
466.064325	13.535444	10.844033	13.0651
466.815581	13.030836	11.333433	13.396431
467.566799	12.475752	11.797155	13.754647
468.31798	11.852011	11.590953	12.34802
469.069123	13.218795	11.938714	13.06205
469.820228	12.655124	12.210626	12.079891
470.571295	13.031291	12.27244	13.031291
471.322325	11.886673	12.279405	13.038686
472.073316	12.901342	13.424723	12.927511
472.82427	11.838679	13.066975	12.544296
473.575186	11.058429	14.240335	13.379656
474.326064	11.606927	13.923107	12.804054
475.076904	11.503027	14.982497	12.9831
475.827706	11.713761	16.585856	13.527839
476.57847	11.874927	14.979483	13.116749
477.329196	11.210372	16.815558	12.837684
478.079885	12.068761	18.128929	12.893975
478.830535	10.68652	19.879502	14.497616
479.581147	10.057634	20.346774	14.430519
480.331721	11.074868	22.021258	13.130528
481.082257	10.114472	23.104125	14.812311
481.832755	10.076068	25.946516	15.742254
482.583215	9.932878	27.750617	16.870532
483.333637	10.652244	30.321856	18.520089
484.084021	10.546733	33.831066	18.163818
484.834366	9.955526	35.250689	19.199943
485.584674	9.445218	40.895514	19.498171
486.334943	8.456221	42.281104	20.219202
487.085174	8.757211	47.611045	21.817535
487.835367	8.432155	51.722238	23.615054
488.585522	9.336899	56.947573	26.208399
489.335638	9.964247	61.40873	28.094681
490.085716	8.822884	67.841495	28.51237
490.835756	8.33485	74.739971	30.428423
491.585757	8.297178	77.531414	32.691875
492.33572	8.535208	85.327264	34.488193
493.085645	8.796101	90.067121	36.373737
493.835532	8.487998	94.679535	37.713437
494.58538	8.232226	103.805159	40.122832
495.335189	8.668629	106.937794	40.898149
496.084961	8.287188	112.690958	43.162438
496.834693	8.082838	117.373656	44.430968
497.584388	7.755253	121.031183	46.112979
498.334044	7.868928	122.607734	46.770941
499.083661	8.056205	125.558899	47.944243
499.83324	8.812086	125.480174	47.447805
500.582781	7.186514	125.163067	47.656641
501.332282	7.74595	123.861663	46.451188
502.081746	8.135444	120.634915	46.386735
502.831171	7.864468	117.69752	45.006316
503.580557	8.08165	113.975762	43.273565
504.329904	7.955366	110.347049	42.102246
505.079213	6.775739	106.77292	40.996887
505.828484	7.967326	101.620065	39.641112
506.577715	7.251463	95.782791	36.818876
507.326908	7.31745	91.126644	35.514024
508.076062	6.531589	86.129234	34.851388
508.825178	7.890842	80.881128	31.344177
509.574255	7.570735	76.121186	31.256669
510.323293	6.81282	72.094234	29.051811
511.072292	7.586639	67.817742	27.355669
511.821253	6.438255	62.779055	27.08926
512.570175	5.753993	60.526176	25.929385
513.319057	6.357391	56.464306	23.46411
514.067901	6.405181	52.624386	22.296824
514.816707	6.868	49.70199	19.633257
515.565473	6.241926	45.78222	20.960242
516.314201	5.834616	43.881174	19.132678
517.062889	6.643864	40.860984	18.057683
517.811539	4.55632	37.25462	17.226302
518.560149	5.90837	35.181655	16.846178
519.308721	5.799591	33.867656	15.636873
520.057254	4.735882	30.942733	15.581789
520.805748	5.759816	30.915938	14.522614
521.554202	5.334001	29.386396	12.544781
522.302618	5.323282	27.086838	12.553041
523.050995	6.106507	26.883526	11.815843
523.799332	4.279609	23.438326	12.614895
524.547631	5.336101	21.568818	11.096097
525.29589	4.946208	21.883225	11.291344
526.04411	5.381181	20.498546	10.637219
526.792291	5.01498	19.834246	10.957731
527.540433	5.075442	17.814299	10.025254
528.288536	5.03647	17.803921	7.982805
529.0366	5.125791	16.286379	9.039572
529.784624	5.445111	16.335334	8.433591
530.532609	4.650963	15.706532	9.098606
531.280555	4.540104	14.589546	8.952676
532.028462	5.477127	13.846381	8.190096
532.776329	5.058861	13.404699	8.037684
533.524157	4.533047	13.16129	7.958589
534.271946	5.188011	12.518335	6.814104
535.019696	4.628027	11.221027	6.670564
535.767406	4.790621	11.419805	7.172984
536.515076	4.768792	10.055932	6.220164
537.262708	5.003332	10.939928	6.247684
538.0103	3.73261	10.394281	6.791276
538.757852	3.962241	8.701392	6.577838
539.505365	4.730971	10.108249	6.307961
540.252839	3.844438	9.107965	6.476202
541.000273	4.453695	9.139084	5.946841
541.747667	5.214075	8.91273	5.599352
542.495023	3.896657	7.947129	6.024437
543.242338	3.172025	7.239381	5.627787
543.989614	4.389784	7.197204	4.925746
544.736851	4.508659	7.565377	5.374729
545.484048	3.431396	6.964463	4.676866
546.231205	3.624328	6.868481	4.91692
546.978322	4.447054	6.316838	4.800796
547.725401	4.204943	6.496259	5.338012
548.472439	4.010168	6.341078	5.388663
549.219438	3.664644	6.182528	4.213094
549.966397	4.759805	5.404362	4.363154
550.713316	3.722475	5.300212	4.363431
551.460195	3.872746	6.029718	4.6571
552.207035	3.852451	6.632067	3.65739
552.953835	4.053649	4.806123	3.956556
553.700596	4.037968	4.424839	3.892891
554.447316	3.519366	4.049682	4.411261
555.193997	4.282716	5.245124	3.65715
555.940638	3.220275	5.383146	4.397838
556.687239	3.625948	4.346335	4.154232
557.4338	2.256291	4.272552	3.648471
558.180321	3.909905	3.62206	3.741995
558.926803	3.402043	3.785372	3.473917
559.673244	3.445186	4.952454	3.780134
560.419645	3.178261	3.919059	2.987087
561.166007	3.36732	3.79719	3.391201
561.912329	3.080855	3.009208	2.913677
562.65861	3.345587	4.540439	3.058822
563.404852	2.917813	4.185388	3.180895
564.151053	2.99175	3.733704	3.566166
564.897215	2.202429	3.686675	2.992431
565.643336	2.154118	4.499714	2.872158
566.389418	2.034343	2.728413	3.207082
567.135459	2.586973	2.395345	3.137902
567.88146	2.3995	2.3995	3.527265
568.627421	2.790914	2.718735	3.03151
569.373342	2.875135	2.367758	3.358351
570.119223	2.623288	3.303399	2.841895
570.865063	2.369734	2.736188	2.516316
571.610863	2.090035	2.606397	2.311333
572.356623	2.62527	2.55097	3.095838
573.102343	2.245685	2.769678	2.320541
573.848023	3.117596	2.6399	2.740467
574.593662	2.001481	2.938883	1.824134
575.339261	2.602867	2.194574	2.628385
576.08482	1.361636	3.057259	1.926844
576.830338	1.887097	2.455812	2.817721
577.575816	1.794276	2.34036	2.574396
578.321254	2.929562	2.981875	2.275642
579.066651	2.658118	1.815942	2.526528
579.812008	2.33123	3.337897	1.827896
580.557325	2.66841	2.188096	2.188096
581.302601	2.526941	2.63447	2.822647
582.047836	1.841681	2.735439	2.654188
582.793031	3.13785	2.592137	2.482994
583.538186	0.769342	1.868402	1.208966
584.2833	2.322789	2.350441	0.691306
585.028374	1.836166	1.085007	1.557959
585.773407	2.518011	2.070365	2.573967
586.518399	1.686561	1.967655	1.602233
587.263351	2.314052	2.088291	1.721429
588.008262	1.839848	2.490871	1.811542
588.753133	2.553057	1.616936	1.588569
589.497963	1.932526	2.387238	1.847268
590.242753	3.019903	2.079744	2.108234
590.987501	2.199944	1.971378	3.714191
591.73221	1.605318	2.293312	1.605318
592.476877	1.784047	1.611397	1.870372
593.221504	1.501685	1.646077	1.559442
593.96609	2.027305	2.490689	1.940421
594.710635	1.277133	1.451287	2.147906
595.455139	2.383523	1.278963	1.744041
596.199603	2.355913	2.210487	3.519327
596.944026	2.646962	1.6289	2.646962
597.688408	1.133993	2.035373	2.849522
598.432749	1.395122	1.569513	1.627643
599.177049	1.889043	1.627483	1.859981
599.921308	2.32538	1.366161	1.308026
600.665527	1.221391	1.94841	1.16323
601.409704	1.803769	2.240165	1.192815
602.153841	2.327712	1.629398	2.415001
602.897937	0.785245	3.431812	1.919488
603.641991	0.842211	1.16167	1.539213
604.386005	1.622309	0.666305	0.782185
605.129978	2.050217	2.454486	1.848083
605.87391	0.661556	1.265585	1.380638
606.6178	0.715954	1.947394	1.661013
607.36165	2.509918	1.083828	1.483134
608.105459	1.961166	1.421135	1.108485
608.849226	1.814026	2.380909	0.481851
609.592952	1.272625	1.753394	1.696833
610.336638	1.354642	2.314179	0.507991
611.080282	1.238637	0.957129	1.266788
611.823885	0.869855	1.79583	2.076429
612.567446	2.236564	1.118282	0.587098
613.310967	0.55712	1.977776	2.590608
614.054446	1.498775	1.30449	-0.11102
614.797884	0.996028	1.106698	0.415012
615.541281	1.628654	0.496877	0.938546
616.284637	0.330488	0.275407	1.982927
617.027951	1.977754	1.59319	0.988877
617.771224	1.644312	1.37026	1.973174
618.514456	1.394728	1.668204	0.68369
619.257646	1.582582	1.773583	0.627576
620.000795	1.879377	0.871595	1.879377
620.743903	1.550474	1.088052	1.25126
621.486969	1.358552	1.738947	1.005329
622.229994	1.493344	0.32582	0.488731
622.972977	0.162869	1.058649	1.330098
623.715919	0.054281	0.624233	0.787076
624.458819	1.35713	2.252836	1.492843
625.201678	0.923166	1.11323	1.330446
625.944496	1.113294	0.705991	1.194754
626.687272	1.574944	1.412018	1.547789
627.430006	0.353296	0.16306	1.52189
628.172699	0.408265	1.197579	0.326612
628.91535	1.500034	0.927294	0.190913
629.65796	0.574523	0.930181	1.641495
630.400528	1.564889	1.235439	0.658901
631.143054	2.038256	0.798776	0.247896
631.885539	1.574993	0.967101	1.878939
632.627982	1.635686	1.164387	0.277235
633.370384	1.224045	1.530056	0.667661
634.112744	0.419126	1.117668	1.452968
634.855062	0.533732	0.898917	0.870826
635.597338	0.621598	0.847633	1.01716
636.339573	0.767479	0.568503	0.99488
637.081766	1.687409	1.88761	1.144006
637.823917	0.661601	0.949253	0.805427
638.566026	0.549395	0.607227	1.995173
639.308093	0.523247	0.523247	0.377901
640.050119	0.379922	1.373566	1.227442
640.792103	0.49928	1.997119	2.026489
641.534044	1.239462	0.973863	0.855819
642.275944	1.09757	1.334882	1.008578
643.017802	0.327941	1.043448	1.192512
643.759619	0.209689	0.329512	1.617602
644.501393	0.782842	0.150547	1.505465
645.243125	1.029284	-0.151365	1.634745
645.984815	-0.365156	1.76492	1.399764
646.726464	1.89631	0.642299	0.428199
647.46807	2.275149	0.307453	0.58416
648.209634	-0.123606	0.154507	0.278113
648.951156	0.062071	1.893156	0.40346
649.692636	0.872334	0.903489	1.308502
650.434074	1.094014	0.937727	0.593893
651.17547	0.094039	2.22558	1.034425
651.916824	0.408448	1.131088	0.34561
652.658136	0.59842	0.787395	-0.094487
653.399405	0.568284	0.568284	0.947141
654.140632	0.601242	1.455638	0.44302
654.881817	1.426883	0.761004	1.300048
655.62296	-0.031768	1.111864	0.635351
656.364061	2.004591	1.018205	1.177299
657.10512	0.382399	0.127466	0.955998
657.846136	0.351064	1.180851	1.276596
658.58711	-0.223788	0.92712	1.214847
659.328041	0.80069	0.832718	1.024883
660.06893	1.796556	0.320814	0.834115
660.809777	-0.16064	0.257025	1.510021
661.550582	0.482518	1.383218	1.286714
662.291344	1.158842	0.12876	-0.12876
663.032064	-0.064362	1.190701	0.707984
663.772741	-0.32148	1.543102	1.125178
664.513376	0.513555	0.834527	0.770333
665.253969	1.345487	0.064071	1.729912
665.994519	0.28774	0.319712	1.566586
666.735027	0.415108	0.70249	0.766352
667.475492	1.052992	-0.127635	0.319088
668.215915	-0.095704	0.988946	0.893242
668.956295	0.956992	0.861293	1.084592
669.696632	-0.255217	0.574239	0.478532
670.436927	0.25513	0.829171	1.371322
671.17718	1.211351	-0.318777	1.753271
671.917389	0.828448	1.306399	1.306399
672.657557	0.54148	1.27407	0.350369
673.397681	0.191104	0.923669	0.095552
674.137763	0.988123	-0.414374	0.31875
674.877802	0.829599	0.510522	0.159538
675.617799	0.76672	0.926453	0.511146
676.357753	0.35199	0.799976	0.415988
677.097664	0.576854	0.320474	0.640949
677.837532	0.801764	0.833834	-0.160353
678.577358	0.641828	0.673919	1.123199
679.31714	1.123901	0.770675	1.188124
680.05688	1.059897	0.963543	-0.51389
680.796578	-0.321205	-0.128482	-0.03212
681.536232	0.289234	2.024637	0.77129
682.275843	0.836229	1.929759	1.222181
683.015412	0.160974	0.643898	1.352186
683.754938	1.353826	0.354573	1.611698
684.494421	1.453518	1.388917	1.065913
685.233861	0.906982	1.878748	1.263296
685.973258	0.942243	0.714805	-0.487367
686.712612	0.260697	0.977613	0.847265
687.451923	-0.294247	0.425024	0.94813
688.191191	0.819341	0.786568	0.327736
688.930416	0.557824	1.804726	0.065626
689.669598	1.511128	-0.328506	0.295655
690.408737	-0.197468	1.941773	0.032911
691.147833	-0.494545	-0.164848	0.560484
691.886886	1.156907	0.264436	0.925526
692.625896	0.696792	0.364986	0.696792
693.364862	1.265751	0.566257	0.89935
694.103786	0	0.969293	0.167119
694.842666	0.368975	0.201259	0.301888
695.581504	1.009566	0.168261	0.134609
696.320298	0.877618	1.012636	0.607582
697.059048	1.760697	1.659118	1.692977
697.797756	-0.237706	1.528112	0.713119
698.53642	0.783479	1.294443	0.749415
699.275041	1.094088	0.888947	0.717995
700.013619	0.96073	1.029354	-0.686236
700.752154	1.790628	0.378787	1.618452
701.490645	1.106322	0.242008	0.691451
702.229093	0.936827	1.040919	0.034697
702.967497	1.113424	-0.243561	1.07863
703.705859	1.18611	0.348856	0
704.444176	0.664335	0.944055	0.454545
705.182451	-0.595722	1.121358	0.175212
705.920682	0.105406	0.843248	1.018925
706.658869	1.550976	1.092733	1.480477
707.397013	-0.035372	-0.176862	1.414898
708.135114	0.603761	1.456129	0.071031
708.873171	0.784513	1.319409	0.641875
709.611185	0.107372	0.823184	0.751603
710.349155	0.251423	0.933856	0.431011
711.087082	0.757043	-0.072099	1.117539
711.824965	0.940819	0.434224	1.338858
712.562804	0.763122	0.763122	1.235531
713.3006	0.401705	0.584298	0.693854
714.038352	0.036714	-0.146857	-0.550713
714.776061	-0.332268	1.550585	0.443024
715.513726	1.113113	-0.445245	0.074207
716.251347	1.341761	1.528117	0.260898
716.988924	1.758874	1.3098	0.224537
717.726458	1.427096	1.990423	0.413107
