Wavelength	1	2	3
718.463949	1.620126	-0.301419	1.054966
719.201395	0.52962	0.98358	0.03783
719.938798	0.304008	1.90005	1.406037
720.676157	0.80203	0.61107	1.565868
721.413472	2.419726	0.652942	0.076817
722.150743	1.352519	-0.734225	0.038643
722.887971	0.856489	2.10229	1.829771
723.625154	0.234952	-0.274111	-0.352428
724.362294	0.941924	1.609121	0.274728
725.09939	1.098308	-0.196127	-0.078451
725.836442	0.236386	0.433374	1.930482
726.57345	0.475297	0.673338	0.198041
727.310414	1.665657	0.515561	0.832829
728.047334	-0.079076	1.146602	0.909374
728.784211	0.514821	-0.079203	-0.356414
729.521043	0.99198	1.428451	-0.277754
730.257831	0.439745	0.639629	0.479722
730.994575	0	1.12309	1.965407
731.731276	0.48494	1.939759	-0.72741
732.467932	0.363695	1.858888	0.080821
733.204544	1.217017	2.190631	-0.081135
733.941112	-0.162839	1.546974	0
734.677636	0.982046	0.368267	1.7595
735.414115	0.450068	-0.572814	1.022881
736.150551	0.775644	-0.24494	0.040823
736.886942	0.448229	0.611222	0.814962
737.62329	0.661031	-0.206572	0.537088
738.359593	0.666353	0.749647	1.707529
739.095852	1.707814	1.999392	-0.083308
739.832066	0.291727	0.375078	0.583455
740.568237	1.58277	1.207904	1.082948
741.304363	0.669461	0.251048	0.502096
742.040444	-0.378025	1.302085	1.554102
742.776482	0.377763	-0.125921	0.419737
743.512475	0.630549	0.840732	0.420366
744.248424	-0.127021	1.905309	0.889144
744.984328	1.14578	1.824761	-0.891162
745.720189	0.55072	0.338904	0.720172
746.456004	2.022701	-0.842792	1.222048
747.191776	-0.12701	0.762058	0.550375
747.927502	0.256853	1.583929	-0.042809
748.663185	2.237828	0.301246	1.463195
749.398823	-0.302257	0.820411	0.215898
750.134416	-0.822574	0.25976	0.38964
750.869965	1.70181	0.392725	0.392725
751.60547	0	1.477975	1.738794
752.34093	0.781895	-0.30407	0.738456
753.076345	2.268653	-0.305396	0.261768
753.811716	2.002003	0.696349	0.043522
754.547042	0.351263	1.448961	0.395171
755.282324	1.19728	0.532124	0.487781
756.017561	0.443124	2.392872	-0.221562
756.752753	1.147589	0.971037	1.015175
757.487901	2.83945	0.266198	1.242259
758.223004	1.467388	-0.088933	1.378455
758.958062	0.490016	1.425501	0.846391
759.693076	1.863081	0.545292	1.408671
760.428044	0.640618	1.46427	0.777894
761.162968	1.446811	2.396281	1.808514
761.897848	-0.224306	1.749585	1.16639
762.632682	1.356305	1.853616	1.265884
763.367472	0.182789	1.919285	1.690798
764.102217	1.566341	1.520272	-1.19779
764.836917	-0.045515	0.091031	0.819276
765.571572	1.980031	0.990015	-0.315005
766.306183	1.132894	0.543789	0.362526
767.040748	2.383025	0.412447	1.420649
767.775269	-0.740212	1.665477	1.341634
768.509745	0.554968	-0.231237	1.341173
769.244175	0.88217	-0.13929	0.83574
769.978561	1.211937	1.118711	0.932259
770.712902	0.833308	2.870284	1.574027
771.447198	0.234425	2.062942	-0.046885
772.181448	-0.094496	0.708717	0.283487
772.915654	1.696586	-0.329892	0.424147
773.649815	1.306921	-0.186703	2.333788
774.38393	0.561812	2.059977	0.468176
775.118001	1.307041	0.560161	-0.513481
775.852026	1.453759	2.344772	1.219282
776.586007	0.472607	0.378085	0.850692
777.319942	0.617706	-0.332611	-0.095032
778.053832	0.52379	0.809493	0.333321
778.787677	-0.285883	1.000591	0.238236
779.521476	2.157732	1.054891	1.486438
780.255231	2.275418	0.096826	1.549221
780.98894	0.531781	0.193375	1.740375
781.722604	1.784554	1.061086	0.38585
782.456222	0.241951	1.016194	1.161365
783.189796	1.269003	1.708273	1.757081
783.923324	1.668958	0.049087	-0.049087
784.656807	1.04279	1.04279	-0.14897
785.390244	1.050052	1.150058	-0.40002
786.123636	2.04894	0.649664	0.59969
786.856983	-0.846098	1.045179	1.692195
787.590284	-0.199878	-0.399756	0.049969
788.32354	-0.551319	1.954678	1.754198
789.056751	0.404566	0.758562	2.073403
789.789916	1.471177	0.405842	-0.304381
790.523035	-0.966218	2.796948	0.254268
791.25611	-0.103003	-0.515016	1.236038
791.989138	0.413036	1.600515	-0.309777
792.722121	0.462647	1.953398	1.233725
793.455059	0.05205	1.613552	1.405351
794.187951	1.891123	0.315187	0.89303
794.920798	0.105717	0.845739	0.264294
795.653598	-0.474254	1.106592	0.263474
796.386354	1.387769	-0.37363	2.88229
797.119063	3.1879	0.054032	0.270161
797.851728	2.050125	-0.917161	1.834322
798.584346	1.23143	-1.338511	0.481864
799.316919	0.053273	0.586007	2.077661
800.049446	-0.107712	1.023261	1.669531
800.781927	-1.092189	2.075159	0.218438
801.514363	2.720874	1.499257	0.999505
802.246753	0.993151	2.869103	0.386225
802.979097	2.351337	-0.49214	1.476421
803.711395	1.983136	0.936481	0.826306
804.443648	0.675327	1.125545	1.744595
805.175854	1.539085	0.057003	0.969054
805.908015	1.535954	1.080857	0.113774
806.64013	1.129566	-0.564783	0.903653
807.372199	0.512431	0.683241	-0.740178
808.104223	1.41461	1.980454	0.396091
808.8362	0.7393	1.592338	-0.909907
809.568131	-0.11439	0.22878	-0.915122
810.300017	1.270662	1.559448	2.483566
811.031857	0.465631	2.037136	2.851991
811.76365	0.406827	1.278599	1.220481
812.495398	1.048745	-1.165272	0.990481
813.227099	0.994189	1.637488	1.988378
813.958755	-0.583405	3.617111	-0.816767
814.690364	1.404424	-0.468141	-0.351106
815.421928	0.291638	0.933241	0.758258
816.153445	2.700246	2.993751	2.230638
816.884917	3.709751	1.376198	4.06876
817.616342	6.423563	5.883263	0.780433
818.347721	2.383142	3.27682	4.051341
819.079054	1.666977	4.226978	1.726512
819.81034	0.893376	2.561011	4.645555
820.541581	3.637539	2.121898	0.788133
821.272775	2.30759	2.550494	2.186138
822.003923	1.380264	3.120598	2.700518
822.735025	2.918401	2.799282	2.620605
823.466081	1.082389	1.803982	0.120265
824.19709	1.587132	2.380698	2.685916
824.928053	0.555159	1.357055	-1.542108
825.65897	0.245456	2.025015	0.061364
826.38984	2.391342	1.287645	2.94319
827.120665	2.740111	1.887632	0.243565
827.851442	1.209542	3.265763	0.060477
828.582174	1.288785	0.981931	1.77975
829.312858	1.94592	1.757605	0.37663
830.043497	2.50545	2.698177	1.927269
830.774089	3.09799	-0.968122	4.00157
831.504635	0.765341	2.87003	1.275569
832.235134	0.815474	1.442762	0.376373
832.965586	-0.061197	0.244787	0.36718
833.695993	-0.911147	-0.303716	1.640065
834.426352	0.18474	1.539499	0.55422
835.156665	1.794264	2.883638	1.794264
835.886932	2.5559	0.983038	-0.458751
836.617152	3.030985	1.741204	2.128139
837.347325	-0.314378	-1.006011	0.503006
838.077452	1.488752	0.806408	-0.434219
838.807532	1.310601	-0.936143	1.997106
839.537565	0.580354	0.773806	0.51587
840.267552	1.383459	2.174007	-0.131758
840.997492	-0.586281	1.302847	0.781708
841.727386	0.63193	0.189579	1.958981
842.457232	0.989359	0.185505	-1.793214
843.187032	2.495162	0.561411	3.30609
843.916786	-2.432458	3.328627	-0.576108
844.646492	-0.328684	0.525895	0.394421
845.376152	-1.00577	2.212693	2.145642
846.105764	0.065394	-0.196181	0.130787
846.83533	0	0.251995	0.56699
847.56485	-1.100164	1.222404	1.344644
848.294322	0.310727	0.497163	-1.49149
849.023747	0.507608	1.142119	-0.824864
849.753126	0.463301	-2.117947	0.926602
850.482458	0.479241	0.342315	-1.16387
851.211742	-1.818608	1.818608	1.212405
851.94098	0.320688	2.244818	0.064138
852.670171	0.124841	0.998727	-0.749045
853.399314	0.751768	0.814415	-0.187942
854.128411	0.646518	-0.840473	0.969777
854.857461	0.745413	-0.271059	0.13553
855.586464	1.029793	0.823834	0
856.315419	0.679183	0.950857	0.882939
857.044328	-0.065982	2.243383	-0.461873
857.773189	-0.393662	0.721713	1.312205
858.502004	1.444816	1.641836	0.328367
859.230771	-0.59093	1.904108	-1.116201
859.959491	0.198955	1.989551	1.525322
860.688164	-0.598866	-1.197732	1.197732
861.41679	-0.067993	-0.475949	4.827478
862.145369	0.475412	0.747075	-0.203748
862.8739	0.477091	1.703895	1.567583
863.602384	0.8205	-0.13675	1.641
864.330821	0.691952	1.86827	0.830342
865.05921	1.685126	1.474486	1.685126
865.787553	1.352483	1.06775	1.210116
866.515848	0.852913	1.634749	1.776901
867.244095	-1.254539	1.672718	0.766663
867.972296	1.365839	0.409752	-0.204876
868.700449	0.341148	3.138564	1.637512
869.428554	2.507001	1.790715	1.719086
870.156613	-0.074162	1.038275	-0.222487
870.884623	1.460185	2.044259	1.314166
871.612587	1.915655	2.554207	1.277104
872.340503	2.324624	0.281773	3.029055
873.068371	1.380315	1.525611	0.508537
873.796192	2.844933	2.770066	3.368999
874.523966	3.767068	0.150683	0.979438
875.251692	2.814012	2.591853	3.998859
875.97937	5.350239	6.229731	7.182513
876.707001	5.335785	5.70125	4.604856
877.434584	4.181584	4.106913	5.899021
878.16212	2.470581	3.937488	4.014694
878.889608	3.841071	3.449125	4.546574
879.617049	1.082572	2.861084	1.778512
880.344442	2.042813	2.648091	0.302639
881.071787	-0.297331	3.047641	2.006983
881.799084	2.163902	2.313136	0.447704
882.526334	0.311608	0.545314	0.467412
883.253536	2.087683	3.372411	2.569456
883.980691	1.66437	2.694694	1.66437
884.707797	0.920057	2.683501	1.456758
885.434856	1.206947	0.452605	1.056079
886.161867	-1.465593	1.157047	-1.774138
886.88883	0.477197	1.11346	1.11346
887.615746	3.778598	0	1.849101
888.342613	0	0.079835	-0.239504
889.069433	4.059733	4.696553	-1.751257
889.796205	2.307792	2.54653	2.864846
890.522929	4.320176	3.280133	3.280133
891.249605	1.14445	2.452393	1.14445
891.976233	2.208022	0.899565	2.044465
892.702814	1.95106	1.707177	1.219412
893.429346	1.711546	2.037555	0.081502
894.15583	-0.659255	5.026818	-0.164814
894.882266	3.321096	1.90963	2.24174
895.608655	0.499831	-1.749407	2.249238
896.334995	0	0.167136	2.172771
897.061287	1.417649	2.751906	0.583738
897.787531	0.909449	4.7126	5.291341
898.513727	2.639466	3.546782	3.464299
899.239875	6.040075	5.047186	3.723334
899.965975	2.898558	2.236031	5.879932
900.692027	2.260821	1.507214	2.930693
901.41803	0.676734	0.422959	6.76734
902.143985	1.972168	1.286197	1.886422
902.869893	1.146075	-0.440798	2.20399
903.595752	3.313404	0.179103	-1.611926
904.321562	1.500785	0.088281	0.529689
905.047325	-0.693121	2.425923	-0.693121
905.773039	5.792462	2.766549	2.853003
906.498705	1.499987	1.764691	2.029395
907.224322	2.143718	5.180653	2.947613
907.949892	1.074334	1.074334	0.537167
908.675413	2.468739	0.793523	2.027893
909.400885	5.264959	4.551067	5.711142
910.12631	6.315266	4.027126	3.11187
910.851685	6.466219	4.580239	2.963684
911.577013	4.050233	2.377311	2.465359
912.302292	4.2011	3.932944	2.145242
913.027523	5.05575	3.55775	4.025875
913.752705	2.280361	5.415858	3.135497
914.477838	-1.771473	1.491766	5.221182
915.202924	2.932002	2.107376	-1.099501
915.92796	0.366467	0	-0.091617
916.652948	-0.092508	2.590214	3.792814
917.377888	1.029663	-2.527355	2.995384
918.102779	0.930336	4.558646	0.558202
918.827621	-2.407575	-3.426165	4.166957
919.552415	0.285686	0.571372	2.285488
920.27716	0.485519	-0.679727	4.758086
921.001857	2.734518	1.074275	1.855566
921.726505	-0.19479	1.947904	2.142694
922.451104	1.909539	0.477385	0.668339
923.175655	0	1.595636	3.566716
923.900156	1.725664	4.122419	0.19174
924.62461	1.905325	1.604484	2.206166
925.349014	0.202268	1.314744	-0.101134
926.07337	0.914751	0.406556	-2.642615
926.797676	0.698675	1.197728	0.299432
927.521934	-0.998535	1.797363	-0.898682
928.246144	1.000907	0.100091	3.202902
928.970304	4.259443	1.622645	1.216984
929.694416	-1.236134	0.9271	2.781301
930.418478	5.732851	1.698622	2.123278
931.142492	2.152841	-0.968778	2.798693
931.866457	0.766527	3.394618	0.985534
932.590373	0.110486	1.546803	-0.55243
933.31424	-0.978881	0.217529	1.848997
934.038058	-1.440906	-2.105939	0.99755
934.761827	1.487439	1.945112	0.343255
935.485547	5.907171	2.652199	1.3261
936.209219	5.674677	4.811139	0.123363
936.932841	-1.484271	-2.226406	3.958056
937.656414	-3.287479	-0.379325	-1.770181
938.379938	1.718053	2.643158	0.925105
939.103413	4.442197	4.025741	-0.971731
939.826838	3.685048	-1.984256	0.992128
940.550215	1.714754	1.286065	-1.000273
941.273543	-1.730847	-0.576949	4.18288
941.996821	1.676094	6.704375	0.761861
942.72005	7.90541	2.581358	0.968009
943.44323	5.055168	-1.956839	2.609119
944.166361	2.045946	0.786902	0.786903
944.889443	5.338765	4.553653	4.239607
945.612475	3.650542	3.174384	1.745911
946.335458	0.158641	2.062329	-0.317281
947.058392	3.968926	4.121577	4.732181
947.781277	3.247475	-5.166437	0.295225
948.504112	1.491738	2.535955	2.685129
949.226898	-1.981915	0.762275	2.896645
949.949634	-2.143173	5.051764	-0.918502
950.672322	1.193778	4.178224	-1.343001
951.394959	2.032848	-5.953339	-2.758865
952.117548	1.698161	3.679348	-0.42454
952.840087	0.420762	-1.262286	1.683049
953.562576	5.617132	0.140428	0.421285
954.285017	2.270226	-2.412115	6.668788
955.007407	1.727821	-0.719926	1.295866
955.729748	-1.292069	2.297012	-4.163334
956.45204	2.137616	0.570031	3.705202
957.174282	0.569297	0.569297	2.846486
957.896475	-0.140522	-0.562088	0.140522
958.618618	-1.255565	3.348173	2.929651
959.340711	-3.9995	-0.413741	1.10331
960.062755	-3.379365	-0.675873	0.811048
